"OrganizationID","OrganizationName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-199","Rifle Cr - Rifle Ranch Down","River/Stream",14010005,39.5873,-107.7638,5591,27360,35575,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",12.25612314,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-202","Mitchell Cr - Gregory Park","River/Stream",14010005,39.5632,-107.3675,5800,27043,35191,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",1.695119042,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-212","Rifle Cr - Rifle Ranch Up","River/Stream",14010005,39.5927,-107.7656,5631,27360,35575,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",7.222706619,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3064","E M Fk Parachute - Blw Falls 0.25 Miles","River/Stream",14010005,39.617019,-108.063883,6549,27770,36117,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",1.511400467,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3065","E M Fk Parachute - Abv Bear Cabin G","River/Stream",14010005,39.615696,-108.074738,6343,27770,36117,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.918203894,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3066","E M Fk Parachute - Blw Bear Cabin G 0.25 Mi","River/Stream",14010005,39.613339,-108.083124,6230,27770,36117,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",1.120207886,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3067","E M Fk Parachute - Blw Bear Cabin G 0.5 Mi","River/Stream",14010005,39.611884,-108.087717,6203,27770,36117,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.414292051,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3068","E M Fk Parachute  - Abv Conf M Fk Parachute","River/Stream",14010005,39.608965,-108.094505,6106,27770,36117,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.315549471,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-315","Butler Cr - Blw Butler Cr Rd","River/Stream",14010005,39.77,-107.75857,8700,30040,39050,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",2.953312553,"COLCLC09a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3200","S Canyon Cr - S Canyon","River/Stream",14010005,39.56158251,-107.4077525,5720,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",0.181793513,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3333","Colorado - Below Roaring Fk Conf","River/Stream",14010005,39.5519,-107.3363,5714,26786,34902,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",2.624365165,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-350","W Mamm Cr - At FR 818","River/Stream",14010005,39.4208,-107.7884,7473,25132,32914,"COLCLC05","COLCLC05_A","1","All tributaries to the Colorado River, including wetlands, which are within the boundaries of White River National Forest, except for the specific listing in Segments 9a and 9c.",2.154075762,"COLCLC05_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-351","Mid Mamm Cr - Abv Conf W Mamm","River/Stream",14010005,39.446,-107.6883,6086,25479,65213,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",4.170948092,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3800","Trapper Cr - Abv Conf Northwater Cr","River/Stream",14010005,39.62227989,-108.0098348,7420,27875,36275,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",33.91800502,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3801","E Fk Parachute Cr - Blw Third Water G","River/Stream",14010005,39.5721,-107.9442,8248,27020,35165,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",0.69957945,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3802","Garfield Cr - Blw Conf Baldy Cr","River/Stream",14010005,39.51558241,-107.5377123,6050,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",24.52199167,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3803","Garfield Cr - Abv Conf Baldy Cr","River/Stream",14010005,39.51418155,-107.5313109,6140,26115,34115,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",11.20214032,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3804","W Divide Cr - At Twin Cr Ranch Upper","River/Stream",14010005,39.46757893,-107.6199084,5960,25591,33513,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",39.17257568,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3805","W Divide Cr - At Conf Twin Cr Lower","River/Stream",14010005,39.467383,-107.6198081,5970,25591,33513,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",48.8692463,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3806","Baldy Cr - 0.7 Mi Abv CR 312","River/Stream",14010005,39.48957767,-107.5018042,6920,26075,34070,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",55.50434037,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3807","E Divide Cr - Abv Conf W Divide Cr","River/Stream",14010005,39.46267803,-107.6115077,6050,25592,33514,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",60.30079491,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3808","W Divide Cr - Abv CR 324","River/Stream",14010005,39.44087897,-107.6190117,6119,25382,33257,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",3.438270418,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3809","Parachute Cr - Puckett Prop","River/Stream",14010005,39.49357528,-108.1243388,5430,25848,33827,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",48.67284091,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3810","Parachute Cr - Town of Parachute Prop","River/Stream",14010005,39.44057404,-108.0534351,5055,25572,33488,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",3.654043804,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3817","Garfield Cr - Abv CR 315","River/Stream",14010005,39.54638153,-107.5571152,5620,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",0.174288369,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3821","W Fk Parachute Cr - Abv Light G","River/Stream",14010005,39.61197783,-108.1449394,6280,27955,36363,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",93.30755797,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3822","W Fk Parachute Cr - Abv Falls","River/Stream",14010005,39.6304744,-108.1949372,7660,28044,36494,"COLCLC11a","COLCLC11a_A","1","Mainstem of the West Fork of Parachute Creek, including all tributaries, from its source to West Fork Falls. Mainstem of East Fork of Parachute Creek, including all tributaries and wetlands, from a point immediately below the mouth of First Anvil Creek t",6.202616006,"COLCLC11a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3823","W Fk Parachute Cr - Blw Red G","River/Stream",14010005,39.5849738,-108.118839,5820,27295,35493,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",5.997568512,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3824","Rifle Cr - Abv Government Cr","River/Stream",14010005,39.5455,-107.7805,5403,27360,35575,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",2.502938901,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3825","Rifle Cr - At 5th St Park","River/Stream",14010005,39.5334784,-107.7852244,5445,26432,34501,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",70.99623569,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3826","Rifle Cr  - At Conf Colorado R","River/Stream",14010005,39.5163,-107.8416,5240,26258,34299,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",2.153843598,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3827","Government Cr - Abv Rifle Cr","River/Stream",14010005,39.5457,-107.7809,5403,26932,35063,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.307497021,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3945","Cottonwood G - Cottonwood G","River/Stream",14010005,39.5244,-107.9926,6658,26435,34504,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",4.72171651,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3946","E Divide Cr - East Divide Cr und June Cr","River/Stream",14010005,39.4346,-107.5831,6546,25592,33514,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",5.300419507,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3947","Trapper Cr - Trapper Cr @ Upper exclosure","River/Stream",14010005,39.6373,-107.9717,8059,28240,36769,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",6.758258536,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3948","W Divide Cr - W Divide upstream Little Muddy G","River/Stream",14010005,39.3208,-107.5671,7204,24083,31538,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",0.987592114,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3949","W Divide Cr - W Divide Cr downstream of Reno Creek","River/Stream",14010005,39.275,-107.4983,7966,23530,30785,"COLCLC05","COLCLC05_A","1","All tributaries to the Colorado River, including wetlands, which are within the boundaries of White River National Forest, except for the specific listing in Segments 9a and 9c.",3.117678406,"COLCLC05_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3950","Northwater Cr - Northwater Cr upstream Raspberry Cr","River/Stream",14010005,39.61,-107.9713,8113,27645,35940,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",2.606097604,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3951","Baldy Cr - Abv Garfield Cr conf and barrier","River/Stream",14010005,39.5123,-107.5197,6275,26075,34070,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",4.097756454,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3952","E Fk Parachute Cr - E Fork Parachute Trail G","River/Stream",14010005,39.561,-108.0105,7684,26853,34975,"COLCLC11a","COLCLC11a_A","1","Mainstem of the West Fork of Parachute Creek, including all tributaries, from its source to West Fork Falls. Mainstem of East Fork of Parachute Creek, including all tributaries and wetlands, from a point immediately below the mouth of First Anvil Creek t",1.187622267,"COLCLC11a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4016","Mamm Cr - Abv CR 352","River/Stream",14010005,39.526907,-107.709779,5400,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",5.216360242,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4017","Mamm Cr - West Mamm","River/Stream",14010005,39.46543107,-107.6902606,5400,25478,33377,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",12.64928438,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4018","Mamm Cr - Middle Mamm","River/Stream",14010005,39.46512089,-107.6892608,5400,25479,65213,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",0.181547595,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4019","E Mamm Cr - East Mamm","River/Stream",14010005,39.4678,-107.6868,5808,25497,33403,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",1.453924568,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4077","Brush Cr - BBarnhard Prop","River/Stream",14010005,39.6489,-108.5729,8013,28511,37123,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",3.789696952,"COLCLC14a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4210","Middle Rifle Cr - Middle Rifle Cr","River/Stream",14010005,39.67307883,-107.7842172,6345,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",2.188193653,"COLCLC09a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4218","W Fk Parachute Cr - Below Falls","River/Stream",14010005,39.6254,-108.1553,6680,27955,36363,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",83.89333562,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4219","Yellowjacket Cr - Yellowjacket Cr","River/Stream",14010005,39.6066,-107.9732,8201,27629,35917,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.554960944,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4220","W Fk Parachute Cr - Need Name","River/Stream",14010005,39.5893,-108.1299,5964,27295,35493,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",0.437893033,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4221","Trapper Cr - At Lower Exclosure","River/Stream",14010005,39.6322,-107.9835,7989,28240,36769,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.069273348,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4222","Northwater Cr - Abv conf Trapper Cr","River/Stream",14010005,39.619566,-108.012373,7724,27840,36224,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.295381044,"COLCLC08_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
