"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3945","Cottonwood G - Cottonwood G","River/Stream","",14010005,NA,"",NA,"",39.5244,-107.9926,160000,NA,"","Interpolation-Map","NAD83",6658,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3946","E Divide Cr - East Divide Cr und June Cr","River/Stream","",14010005,NA,"",NA,"",39.4346,-107.5831,160000,NA,"","Interpolation-Map","NAD83",6546,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3947","Trapper Cr - Trapper Cr @ Upper exclosure","River/Stream","",14010005,NA,"",NA,"",39.6373,-107.9717,160000,NA,"","Interpolation-Map","NAD83",8059,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3948","W Divide Cr - W Divide upstream Little Muddy G","River/Stream","",14010005,NA,"",NA,"",39.3208,-107.5671,160000,NA,"","Interpolation-Map","NAD83",7204,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3949","W Divide Cr - W Divide Cr downstream of Reno Creek","River/Stream","",14010005,NA,"",NA,"",39.275,-107.4983,160000,NA,"","Interpolation-Map","NAD83",7966,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3950","Northwater Cr - Northwater Cr upstream Raspberry Cr","River/Stream","",14010005,NA,"",NA,"",39.61,-107.9713,160000,NA,"","Interpolation-Map","NAD83",8113,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3951","Baldy Cr - Abv Garfield Cr conf and barrier","River/Stream","",14010005,NA,"",NA,"",39.5123,-107.5197,160000,NA,"","Interpolation-Map","NAD83",6275,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-3952","E Fk Parachute Cr - E Fork Parachute Trail G","River/Stream","East Fk of Parachute Cr just dnstrm of conf with Trail G and upstrm from falls on BLM.",14010005,NA,"",NA,"",39.561,-108.0105,160000,NA,"","Interpolation-Map","NAD83",7684,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4016","Mamm Cr - Abv CR 352","River/Stream","",14010005,NA,"",NA,"",39.526907,-107.709779,160000,NA,"","Interpolation-Map","NAD83",5400,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4017","Mamm Cr - West Mamm","River/Stream","",14010005,NA,"",NA,"",39.46543107,-107.6902606,160000,NA,"","Interpolation-Map","NAD83",5400,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4018","Mamm Cr - Middle Mamm","River/Stream","",14010005,NA,"",NA,"",39.46512089,-107.6892608,160000,NA,"","Interpolation-Map","NAD83",5400,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4019","E Mamm Cr - East Mamm","River/Stream","",14010005,NA,"",NA,"",39.4678,-107.6868,160000,NA,"","Interpolation-Map","NAD83",5808,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4060","Adobe Cr - Adobe Cr on Private Prop","River/Stream","Approximately 100 feet upstream from Colorado River",14010005,NA,"",NA,"",39.1302,-108.7006,160000,NA,"","Interpolation-Map","NAD83",6587,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4061","Big Salt Wash - Abv Conf Colorado R","River/Stream","",14010005,NA,"",NA,"",39.1636,-108.7504,160000,NA,"","Interpolation-Map","NAD83",4480,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4062","Hunter Wash 1 - At Hwy 6/50 Br","River/Stream","Upstream of K Rd. between 21 and 21.50 roads",14010005,NA,"",NA,"",39.1642816,-108.6628514,160000,NA,"","Interpolation-Map","NAD83",4490,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4063","Hunter Wash - Hunter Wash 2","River/Stream","",14010005,NA,"",NA,"",39.122,-108.6683,160000,NA,"","Interpolation-Map","NAD83",4517,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4064","Lewis Wash - Lewis Wash","River/Stream","",14010005,NA,"",NA,"",39.06067799,-108.4786455,160000,NA,"","Interpolation-Map","NAD83",4632,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4065","Little Salt Wash - Little Salt Wash","River/Stream","",14010005,NA,"",NA,"",39.10319327,-108.4350016,160000,NA,"","Interpolation-Map","NAD83",4600,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4066","Mack Wash 1 - At Bob Wilsons","River/Stream","",14010005,NA,"",NA,"",39.2314,-108.8595,160000,NA,"","Interpolation-Map","NAD83",7320,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4067","Mack Wash 2 - Blw Highline Lk","River/Stream","",14010005,NA,"",NA,"",39.2651,-108.8431,160000,NA,"","Interpolation-Map","NAD83",7100,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4068","Persigo Wash 1 - Blw Discharge WWTP","River/Stream","On Persigo WWTP Property, downstream of WWTP discharge and <0.5 mile upstream of conf with CO",14010005,NA,"",NA,"",39.1094,-108.6587,160000,NA,"","Interpolation-Map","NAD83",4505,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4069","Persigo Wash 2 - Abv Discharge WWTP","River/Stream","On On Persigo WWTP property, just upstream of WWTP discharge",14010005,NA,"",NA,"",39.10977813,-108.6562557,160000,NA,"","Interpolation-Map","NAD83",4596,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4070","Persigo Wash 3 - On Private Prop","River/Stream","On private property, at Main Line Grand Valley Canal crossing",14010005,NA,"",NA,"",39.1387,-108.6242,160000,NA,"","Interpolation-Map","NAD83",4596,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4071","Persigo Wash 3a - On Private Prop","River/Stream","On private property, at Main Line Grand Valley Canal crossin",14010005,NA,"",NA,"",39.1546,-108.6079,160000,NA,"","Interpolation-Map","NAD83",4596,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4072","Persigo Wash 3b - On Private Prop","River/Stream","",14010005,NA,"",NA,"",39.1725,-108.5997,160000,NA,"","Interpolation-Map","NAD83",4596,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4073","Reed Wash - Reed Wash","River/Stream","On private property, upstream of Loma drain, <0.5 mile upstream of confluence with Colorado River",14010005,NA,"",NA,"",39.1767,-108.7986,160000,NA,"","Interpolation-Map","NAD83",4449,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4074","Loma Drain - Loma Drain","River/Stream","",14010005,NA,"",NA,"",39.1772,-108.7994,160000,NA,"","Interpolation-Map","NAD83",4444,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4075","Salt Cr - Salt Creek","River/Stream",", On Railroad property, approximately 1 mile upstream of confluence with Colorado Riverr",14010005,NA,"",NA,"",39.21417829,-108.90176,160000,NA,"","Interpolation-Map","NAD83",4600,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4076","Indian Wash - Indian Wash","River/Stream","",14010005,NA,"",NA,"",39.0947,-108.5166,160000,NA,"","Interpolation-Map","NAD83",4696,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4077","Brush Cr - BBarnhard Prop","River/Stream","",14010005,NA,"",NA,"",39.6489,-108.5729,160000,NA,"","Interpolation-Map","NAD83",8013,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4143","Cottonwood Cr - Lower Cottonwood Cr Intake","River/Stream","",14010005,NA,"",NA,"",39.0831,-108.2871,160000,NA,"","Interpolation-Map","NAD83",6910,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4148","Rock Spring - Rock Springs","River/Stream","",14010005,NA,"",NA,"",39.07768549,-108.3517437,160000,NA,"","Interpolation-Map","NAD83",8707,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4149","Cabin Res - Cabin Res Outlet","River/Stream","",14010005,NA,"",NA,"",39.0838,-108.2735,160000,NA,"","Interpolation-Map","NAD83",7408,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4154","Rapid Cr - Upper Rapid Cr Intake","River/Stream","",14010005,NA,"",NA,"",39.08616892,-108.2497834,160000,NA,"","Interpolation-Map","NAD83",7931,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4157","Big Spring - Big Spring","River/Stream","",14010005,NA,"",NA,"",39.07562111,-108.2513677,160000,NA,"","Interpolation-Map","NAD83",8307,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4159","Rapid Cr - Rapid Cr Res Outlet 2","River/Stream","",14010005,NA,"",NA,"",39.07192028,-108.2205041,160000,NA,"","Interpolation-Map","NAD83",9970,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4162","Oak Spring - Oak Spring 4","River/Stream","",14010005,NA,"",NA,"",39.11592778,-108.2357025,160000,NA,"","Interpolation-Map","NAD83",7547,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4163","Rapid Cr - Lower Rapid Cr Intake","River/Stream","",14010005,NA,"",NA,"",39.1053,-108.2702,160000,NA,"","Interpolation-Map","NAD83",6548,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4174","Rapid Cr - Rapid Cr","River/Stream","",14010005,NA,"",NA,"",39.1018,-108.2593,160000,NA,"","Interpolation-Map","NAD83",7083,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4177","Rapid Cr - RC 2","River/Stream","",14010005,NA,"",NA,"",39.0986,-108.266,160000,NA,"","Interpolation-Map","NAD83",7043,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4210","Middle Rifle Cr - Middle Rifle Cr","River/Stream","",14010005,NA,"",NA,"",39.67307883,-107.7842172,160000,NA,"","Interpolation-Map","NAD83",6345,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4218","W Fk Parachute Cr - Below Falls","River/Stream","Immediately downstream of falls, DOW site #1, on private on land",14010005,NA,"",NA,"",39.6254,-108.1553,160000,NA,"","Interpolation-Map","NAD83",6680,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4219","Yellowjacket Cr - Yellowjacket Cr","River/Stream","",14010005,NA,"",NA,"",39.6066,-107.9732,160000,NA,"","Interpolation-Map","NAD83",8201,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4220","W Fk Parachute Cr - Need Name","River/Stream","Downstream, on private land, of Red Gulch",14010005,NA,"",NA,"",39.5893,-108.1299,160000,NA,"","Interpolation-Map","NAD83",5964,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4221","Trapper Cr - At Lower Exclosure","River/Stream","Not provided",14010005,NA,"",NA,"",39.6322,-107.9835,160000,NA,"","Interpolation-Map","NAD83",7989,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4222","Northwater Cr - Abv conf Trapper Cr","River/Stream","Not provided",14010005,NA,"",NA,"",39.619566,-108.012373,160000,NA,"","Interpolation-Map","NAD83",7724,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-4223","E M Fk Parachute - Blw conf Trapper Cr","River/Stream","Not provided",14010005,NA,"",NA,"",39.6224,-108.0125,160000,NA,"","Interpolation-Map","NAD83",7681,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-47","Colorado - Dev Br","River/Stream","At Glenwood Spgs exit off I-70, turn left at the traffic light (onto 6th St).  Proceed approx 1/3 mi to Devereaux Rd and turn left.  Proceed another 1/3 mi to bridge over Colorado River.",14010005,NA,"",NA,"",39.55215782,-107.3363444,160000,NA,"","Interpolation-Map","NAD83",5700,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-498","W Divide Cr - West Divide","River/Stream","",14010005,NA,"",NA,"",39.4667,-107.6205,160000,NA,"","Interpolation-Map","NAD83",5920,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-53","Plateau Cr - At PVHS","River/Stream","From town of Collbran, travel 1.7 mi west on state hwy 330 to Plateau Valley HS.  Station is on Plateau Cr behind school.",14010005,NA,"",NA,"",39.23458281,-107.9972409,160000,NA,"","Interpolation-Map","NAD83",5800,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-54","Plateau Cr - Job Corps Br","River/Stream","From town limit of Collbran, travel approx 0.6 mi west on state hwy 330 to Job Corps bldg.  Station is behind Job Corps.",14010005,NA,"",NA,"",39.24029274,-107.9779988,160000,NA,"","Interpolation-Map","NAD83",5920,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-546","Colorado - Boat Ramp","River/Stream","Depart from I-70 at Exit 105 (New Castle exit).  Turn south, then right at Colorado River Rd (county Rd 335).  Proceed 0.4 mi to Burning Mountain Pk; station is at boat ramp within park.  ***This is an estimated location based on desc's from teacher.***",14010005,NA,"",NA,"",39.56814261,-107.5235305,160000,NA,"","Interpolation-Map","NAD83",5540,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-547","Elk Cr - Elk Br","River/Stream","Depart from I-70 at Exit 105 (New Castle exit).  Turn north, then left at US Hwy 6.  Proceed 1.3 mi to bridge over Elk Creek.",14010005,NA,"",NA,"",39.57142183,-107.5392361,160000,NA,"","Interpolation-Map","NAD83",5520,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-548","Rifle Cr - RMS","River/Stream","Depart from I-70 at Exit 90 (Rifle exit), and proceed north to 3rd St.  Turn left and proceed just over two blocks to bridge over Rifle Creek.",14010005,NA,"",NA,"",39.53158349,-107.7857303,160000,NA,"","Interpolation-Map","NAD83",5345,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-55","Buzzard Cr - Buzzard Cr Br","River/Stream","Within town of Collbran, follow eastbound state hwy 330 to point where hwy joins Peninsula Rd.  Turn left (departing from hwy 330) and proceed approx 0.2 mi to bridge over Buzzard Creek.",14010005,NA,"",NA,"",39.2419,-107.9623,160000,NA,"","Interpolation-Map","NAD83",5989,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-550","Colorado - Rifle Br","River/Stream","Station is located at Exit 90 (Rifle exit) of I-70, under bridge leading into the town Rifle.",14010005,NA,"",NA,"",39.52593786,-107.7780947,160000,NA,"","Interpolation-Map","NAD83",5280,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-551","Colorado - Rulison Br","River/Stream","Depart from I-70 at Exit 81 (Rulison exit), and proceed south approx 0.2 mi to bridge over Colorado River.",14010005,NA,"",NA,"",39.49423822,-107.9387723,160000,NA,"","Interpolation-Map","NAD83",5158,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-552","Colorado - Cameo","River/Stream","Station is located at Exit 46 of I-70 (Cameo exit), under bridge leading into the town Cameo.",14010005,NA,"",NA,"",39.14840071,-108.3148517,160000,NA,"","Interpolation-Map","NAD83",4760,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-553","Colorado - PHS","River/Stream","From town of Palisade, travel approx 2.3 mi west on US Hwy 6 to Palisade HS.  Station is directly behind school.",14010005,NA,"",NA,"",39.0923,-108.3939,160000,NA,"","Interpolation-Map","NAD83",4662,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-554","Colorado - 38 Rd","River/Stream","From junction of US Hwy 6 and county Rd 38 in the town Palisade, travel 1/4 mi west on 6 to Brentwood Dr.  Turn left and proceed to end of road; walk down to Colorado River.",14010005,NA,"",NA,"",39.09833851,-108.3540172,160000,NA,"","Interpolation-Map","NAD83",4680,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-555","Colorado - Hwy 6","River/Stream","From town of Clifton, travel 1.3 mi east on US Hwy 6 to county Rd 34.  Turn right and follow 34 to WWTP, continuing through the plant and out to Colorado River.",14010005,NA,"",NA,"",39.07602163,-108.418601,160000,NA,"","Interpolation-Map","NAD83",4640,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-556","Colorado - Corn Lake","River/Stream","From exit 37 on I-70, go southwest on I-70B approx 1.3 mi to 32 Rd.  Travel south on 32 Rd approx 2 mi to bridge over Colorado River; sample 1/2 mi downstream from bridge.  ***This is an estimated location based on desc's from teacher.***",14010005,NA,"",NA,"",39.05501,-108.459039,160000,NA,"","Interpolation-Map","NAD83",4605,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","CORIVWCH_WQX-557","Colorado - BMS","River/Stream","From exit 37 on I-70, go southwest on I-70B approx 1.3 mi to 32 Rd.  Travel south on 32 Rd approx 1.6 mi to D Rd; turn right and continue 1 mi to 31 Rd.  Turn left and proceed to end of road; station is on Colorado River in front of you.",14010005,NA,"",NA,"",39.0571,-108.4778,160000,NA,"","Interpolation-Map","NAD83",4602,"ft",NA,"","Topographic Map Interpolation","SEALV","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
