"MonitoringLocationID","OrganizationID","OrganizationName","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","n","org","start","end","paramCount","paramNames"
"CORIVWCH_WQX-940","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Trapper Cr - Trapper Confluence","River/Stream",14010005,39.622181,-108.012087,7633,27840,36224,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",2.122371975,"COLCLC08_A",26,"CORIVWCH_WQX",2017,2017,13,"Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Iron;  Lead;  Magnesium;  Manganese;  Potassium;  Selenium;  Sodium;  Zinc;  "
"CORIVWCH_WQX-941","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Northwater Cr - Northwater confluence","River/Stream",14010005,39.622114,-108.012304,7634,27840,36224,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",19.17076859,"COLCLC08_A",26,"CORIVWCH_WQX",2017,2017,13,"Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Iron;  Lead;  Magnesium;  Manganese;  Potassium;  Selenium;  Sodium;  Zinc;  "
"CORIVWCH_WQX-942","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Colorado - UNA Bridge on 300","River/Stream",14010005,39.39358,-108.10271,4992,24849,32529,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",10.38351863,"COLCLC02a_A",353,"CORIVWCH_WQX",2017,2018,24,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-944","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Butler Cr - Butler Creek Lower","River/Stream",14010005,39.744639,-107.757956,8391,30040,39050,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",16.71799229,"COLCLC09a_A",32,"CORIVWCH_WQX",2017,2017,19,"Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"MIDCOWATERSHED-3200","MIDCOWATERSHED","Middle Colorado Watershed Council","S Canyon","River/Stream",14010005,39.560259,-107.408755,5720,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",22.57583645,"COLCLC04c_A",6,"MIDCOWATERSHED",2016,2016,6,"Dissolved oxygen (DO);  Dissolved oxygen saturation;  pH;  Temperature, air;  Temperature, water;  Weather comments (text);  "
"MIDCOWATERSHED-923","MIDCOWATERSHED","Middle Colorado Watershed Council","At Centennial 1","River/Stream",14010005,39.5345,-107.7856,NA,26432,34501,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.879096587,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-924","MIDCOWATERSHED","Middle Colorado Watershed Council","In Rifle","River/Stream",14010005,39.538,-107.7852,NA,26558,34639,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",25.81606351,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-925","MIDCOWATERSHED","Middle Colorado Watershed Council","At Centennial 2","River/Stream",14010005,39.5378,-107.7849,NA,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",20.09511636,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-927","MIDCOWATERSHED","Middle Colorado Watershed Council","Blw Govt Creek","River/Stream",14010005,39.5447,-107.7815,NA,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",13.00686122,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-928","MIDCOWATERSHED","Middle Colorado Watershed Council","At 32 Mile Gulch","River/Stream",14010005,39.6096,-107.8075,NA,28061,36520,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",10.35390599,"COLCLC10_A",16,"MIDCOWATERSHED",2016,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-929","MIDCOWATERSHED","Middle Colorado Watershed Council","Blw Rifle Gap Res","River/Stream",14010005,39.6229,-107.7613,NA,27950,36358,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",18.90115996,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-930","MIDCOWATERSHED","Middle Colorado Watershed Council","At Rifle Gap Reservoir","River/Stream",14010005,39.6386,-107.7741,NA,28228,36757,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",50.96401387,"COLCLC10_B",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-931","MIDCOWATERSHED","Middle Colorado Watershed Council","Abv BLM Diversion","River/Stream",14010005,39.6597,-107.7813,NA,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",4.54915986,"COLCLC09a_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-932","MIDCOWATERSHED","Middle Colorado Watershed Council","W Rifle Cr SWA","River/Stream",14010005,39.652,-107.788,NA,28414,37004,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",4.456688002,"COLCLC10_B",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-935","MIDCOWATERSHED","Middle Colorado Watershed Council","At Rifle Gap","River/Stream",14010005,39.6327,-107.7354,NA,28087,36561,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",60.12171803,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-936","MIDCOWATERSHED","Middle Colorado Watershed Council","Rifle Falls St Pk","River/Stream",14010005,39.6767,-107.6984,NA,28719,37372,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.441748469,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-937","MIDCOWATERSHED","Middle Colorado Watershed Council","Abv Rifle Mtn Pk","River/Stream",14010005,39.7395,-107.6876,NA,29795,38708,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",3.455557136,"COLCLC10_A",62,"MIDCOWATERSHED",2015,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"MIDCOWATERSHED-939","MIDCOWATERSHED","Middle Colorado Watershed Council","Hubbard Mesa","River/Stream",14010005,39.579118,-107.771712,NA,27313,35513,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",53.39385509,"COLCLC10_A",10,"MIDCOWATERSHED",2017,2017,10,"Arsenic;  Conductivity;  Dissolved oxygen (DO);  Iron;  pH;  Salinity;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  "
"NARS-WCOP04-R011","NARS","EPA National Aquatic Resource Survey Data","ROAN CREEK","River/Stream",14010005,39.5,-108.54,1989,25903,33889,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",862.4180434,"COLCLC14a_A",34,"NARS",2004,2004,34,"Ammonia-nitrogen as N;  Calcium;  Carbon;  Chloride;  Dissolved oxygen (DO);  Magnesium;  Nitrate as N;  Organic carbon;  pH;  Potassium;  RBP2, High G, Bank Stability, Left Bank (choice list);  RBP2, High G, Bank Stability, Right Bank (choice list);  RBP2, High G, Channel Alteration (choice list);  RBP2, High G, Channel Flow Status (choice list);  RBP2, High G, Embeddedness (choice list);  RBP2, High G, Epifaunal Substrate/Available Cover (choice list);  RBP2, High G, Frequency of Riffles (or bends) (choice list);  RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list);  RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list);  RBP2, High G, Sediment Deposition (choice list);  RBP2, High G, Vegetative Protection, Left Bank (choice list);  RBP2, High G, Vegetative Protection, Right Bank (choice list);  RBP2, High G, Velocity/Depth Regime (choice list);  RBP2, Low G, habitat assessment total score;  Selenium;  Silica;  Sodium;  Specific conductance;  Sulfate as S;  Temperature, water;  Total suspended solids;  True color;  Turbidity;  Zinc;  "
"NARS-WCOP99-0595","NARS","EPA National Aquatic Resource Survey Data","EAST RIFLE CREEK","River/Stream",14010005,39.64,-107.71,1858,28392,36967,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",198.3439525,"COLCLC10_A",19,"NARS",2001,2001,19,"Ammonia-nitrogen as N;  Calcium;  Carbon;  Chloride;  Magnesium;  Nitrate as N;  Organic carbon;  pH;  Potassium;  Selenium;  Silica;  Sodium;  Specific conductance;  Sulfate as S;  Temperature, water;  Total suspended solids;  True color;  Turbidity;  Zinc;  "
"NARS-WCOP99-0649","NARS","EPA National Aquatic Resource Survey Data","NO NAME CREEK","River/Stream",14010001,39.58,-107.28,1986,NA,NA,"COUCUC04","COUCUC04_A","1","All tributaries to the Colorado River, including all wetlands, from the outlet of Lake Granby to the confluence with the Roaring Fork River, which are on National Forest lands, except for those tributaries included in Segments 1 and 2, and specific listings",NA,"COUCUC04_A",34,"NARS",2002,2002,33,"Ammonia-nitrogen as N;  Calcium;  Carbon;  Chloride;  Magnesium;  Nitrate as N;  Organic carbon;  pH;  Potassium;  RBP2, High G, Bank Stability, Left Bank (choice list);  RBP2, High G, Bank Stability, Right Bank (choice list);  RBP2, High G, Channel Alteration (choice list);  RBP2, High G, Channel Flow Status (choice list);  RBP2, High G, Embeddedness (choice list);  RBP2, High G, Epifaunal Substrate/Available Cover (choice list);  RBP2, High G, Frequency of Riffles (or bends) (choice list);  RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list);  RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list);  RBP2, High G, Sediment Deposition (choice list);  RBP2, High G, Vegetative Protection, Left Bank (choice list);  RBP2, High G, Vegetative Protection, Right Bank (choice list);  RBP2, High G, Velocity/Depth Regime (choice list);  RBP2, Low G, habitat assessment total score;  Selenium;  Silica;  Sodium;  Specific conductance;  Sulfate as S;  Temperature, water;  Total suspended solids;  True color;  Turbidity;  Zinc;  "
"NARS_WQX-WCOP99-0649","NARS_WQX","EPA National Aquatic Resources Survey (NARS)","NO NAME CREEK","River/Stream",14010001,39.58166,-107.28809,1986,NA,NA,"COUCUC04","COUCUC04_A","1","All tributaries to the Colorado River, including all wetlands, from the outlet of Lake Granby to the confluence with the Roaring Fork River, which are on National Forest lands, except for those tributaries included in Segments 1 and 2, and specific listings",NA,"COUCUC04_A",299,"NARS_WQX",2002,2002,38,"Alkalinity, total;  Ammonium;  Anion deficit;  Bicarbonate;  Calcium;  Carbonate;  Chloride;  Conductivity;  Count;  Depth;  Dissolved oxygen (DO);  Flow;  Gran acid neutralizing capacity;  Hydrogen;  Hydroxide;  Inorganic carbon;  Ionic strength;  Magnesium;  Nitrate;  Nitrogen;  Organic anions;  Organic carbon;  pH;  Phosphorus;  Potassium;  Selenium;  Silica;  Sodium;  Stream width measure;  Sulfate;  Sum of anions;  Sum of cations;  Surface area;  Temperature, water;  Total suspended solids;  True color;  Turbidity;  Zinc;  "
"USGS-09071750","USGS-CO","USGS Colorado Water Science Center","COLORADO RIVER ABOVE GLENWOOD SPRINGS, CO","Stream",14010001,39.5588711,-107.2908874,5760,NA,NA,"COUCUCO3","COUCUC03_E","5","Colorado River from Derby Creek to the confluence with the Roaring Fork River",NA,"COUCUC03_E",7353,"USGS-CO",1988,2018,50,"Alkalinity, total;  Ammonia and ammonium;  Barometric pressure;  Bicarbonate;  Calcium;  Carbon dioxide;  Carbonate;  Chloride;  Detergent, severity (choice list);  Escherichia coli;  Fish Kill, Severity (choice list);  Floating algae mat - severity (choice list);  Floating debris - severity (choice list);  Floating Garbage Severity (choice List);  Fluoride;  Hardness, Ca, Mg;  Hardness, non-carbonate;  Hydrogen ion;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Magnesium;  Manganese;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Odor, atmospheric;  Oil and Grease;  Organic carbon;  Organic Nitrogen;  Orthophosphate;  Oxygen;  pH;  Phosphorus;  Potassium;  RBP High water mark;  RBP Stream width;  Selenium;  Silica;  Sodium;  Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)];  Sodium, percent total cations;  Specific conductance;  Stream flow, instantaneous;  Sulfate;  Temperature, air, deg C;  Temperature, water;  Total dissolved solids;  Turbidity;  Turbidity severity (choice list);  "
"USGS-09085100","USGS-CO","USGS Colorado Water Science Center","COLORADO RIVER BELOW GLENWOOD SPRINGS, CO","Stream",14010005,39.5549819,-107.337554,5700.75,26786,34902,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",23.0261692,"COLCLC01_B",811,"USGS-CO",1988,1999,49,"Alkalinity, total;  Ammonia and ammonium;  Barometric pressure;  Bicarbonate;  Cadmium;  Calcium;  Carbon dioxide;  Chloride;  Copper;  Escherichia coli;  Fecal Coliform;  Fluoride;  Gage height;  Hardness, Ca, Mg;  Hardness, non-carbonate;  Height, gage;  Hydrogen ion;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Mercury;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Organic carbon;  Organic Nitrogen;  Orthophosphate;  Oxygen;  pH;  Phosphorus;  Potassium;  RBP Stream width;  Selenium;  Silica;  Silver;  Sodium;  Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)];  Sodium, percent total cations;  Specific conductance;  Stream flow, instantaneous;  Sulfate;  Suspended Sediment Concentration (SSC);  Suspended Sediment Discharge;  Temperature, water;  Total dissolved solids;  Zinc;  "
"USGS-09085150","USGS-CO","USGS Colorado Water Science Center","COLORADO R ABV SOUTH CANYON CR NR GLENWOOD SPGS CO","Stream",14010005,39.5616667,-107.4066667,5640,26826,34945,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",36.21959419,"COLCLC01_A",3329,"USGS-CO",2006,2018,46,"Alkalinity, total;  Ammonia and ammonium;  Arsenic;  Barometric pressure;  Bicarbonate;  Calcium;  Carbon dioxide;  Carbonate;  Chloride;  Detergent, severity (choice list);  Fish Kill, Severity (choice list);  Floating algae mat - severity (choice list);  Floating debris - severity (choice list);  Floating Garbage Severity (choice List);  Fluoride;  Hardness, Ca, Mg;  Hardness, non-carbonate;  Hydrogen ion;  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Magnesium;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Odor, atmospheric;  Oil and Grease;  Organic Nitrogen;  Orthophosphate;  Oxygen;  pH;  Phosphorus;  Potassium;  RBP High water mark;  RBP Stream width;  Selenium;  Silica;  Sodium;  Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)];  Sodium, percent total cations;  Specific conductance;  Stream flow, instantaneous;  Sulfate;  Temperature, air, deg C;  Temperature, water;  Total dissolved solids;  Turbidity severity (choice list);  "
"USGS-09086000","USGS-CO","USGS Colorado Water Science Center","WEST ELK CREEK NEAR NEW CASTLE, CO","Stream",14010005,39.6663695,-107.6270045,6760,28702,37343,"COLCLC05","COLCLC05_A","1","All tributaries to the Colorado River, including wetlands, which are within the boundaries of White River National Forest, except for the specific listing in Segments 9a and 9c.",19.92330266,"COLCLC05_A",272,"USGS-CO",1990,1998,5,"Gage height;  Height, gage;  Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
"USGS-09086470","USGS-CO","USGS Colorado Water Science Center","MAIN ELK CREEK NEAR NEW CASTLE, CO.","Stream",14010005,39.6780363,-107.5731137,6120,28751,37410,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",23.27924377,"COLCLC07a_A",277,"USGS-CO",1990,1998,3,"Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
"USGS-09086970","USGS-CO","USGS Colorado Water Science Center","EAST ELK CREEK AB BOILER CREEK NR NEW CASTLE, CO","Stream",14010005,39.6680364,-107.5250561,6800,28643,37275,"COLCLC05","COLCLC05_A","1","All tributaries to the Colorado River, including wetlands, which are within the boundaries of White River National Forest, except for the specific listing in Segments 9a and 9c.",24.18915819,"COLCLC05_A",276,"USGS-CO",1990,1998,3,"Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
"USGS-09087600","USGS-CO","USGS Colorado Water Science Center","COLORADO RIVER AT NEW CASTLE, CO.","Stream",14010005,39.5677585,-107.5445001,5500,26936,35067,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",49.03486105,"COLCLC01_A",736,"USGS-CO",2002,2008,56,"Alkalinity, total;  Aluminum;  Ammonia and ammonium;  Barometric pressure;  Bicarbonate;  Cadmium;  Calcium;  Carbon dioxide;  Carbonate;  Chloride;  Copper;  Detergent, severity (choice list);  Escherichia coli;  Fecal Coliform;  Fish Kill, Severity (choice list);  Floating algae mat - severity (choice list);  Floating debris - severity (choice list);  Floating Garbage Severity (choice List);  Fluoride;  Hardness, Ca, Mg;  Hardness, non-carbonate;  Hydrogen ion;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Odor, atmospheric;  Oil and Grease;  Organic carbon;  Organic Nitrogen;  Orthophosphate;  Oxygen;  pH;  Phosphorus;  Potassium;  RBP High water mark;  RBP Stream width;  Selenium;  Silica;  Silver;  Sodium;  Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)];  Sodium, percent total cations;  Specific conductance;  Stream flow, instantaneous;  Sulfate;  Temperature, water;  Total dissolved solids;  Turbidity;  Turbidity severity (choice list);  Zinc;  "
"USGS-09089500","USGS-CO","USGS Colorado Water Science Center","WEST DIVIDE CREEK NEAR RAVEN, CO","Stream",14010005,39.3310919,-107.5800562,7050,24248,31738,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",10.16769156,"COLCLC07b_A",1473,"USGS-CO",1988,2004,58,"Alkalinity, total;  Aluminum;  Ammonia and ammonium;  Arsenic;  Barium;  Barometric pressure;  Beryllium;  Boron;  Cadmium;  Calcium;  Carbon dioxide;  Chloride;  Chromium;  Cobalt;  Copper;  Fluoride;  Gage height;  Hardness, Ca, Mg;  Height, gage;  Hydrogen ion;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Mercury;  Molybdenum;  Nickel;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Organic carbon;  Organic Nitrogen;  Orthophosphate;  Oxygen;  pH;  Phosphate-phosphorus;  Phosphorus;  Potassium;  RBP Stream width;  Selenium;  Silica;  Silver;  Sodium;  Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)];  Sodium, percent total cations;  Specific conductance;  Stream flow, instantaneous;  Strontium;  Sulfate;  Suspended sediment concentration (SSC);  Suspended Sediment Concentration (SSC);  Suspended Sediment Discharge;  Temperature, air, deg C;  Temperature, water;  Total dissolved solids;  Zinc;  "
"USGS-09091100","USGS-CO","USGS Colorado Water Science Center","MAMM CREEK NEAR SILT, CO","Stream",14010005,39.5316472,-107.7139504,5375,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",11.30838345,"COLCLC04a_B",75,"USGS-CO",1990,1995,3,"Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
"USGS-09093700","USGS-CO","USGS Colorado Water Science Center","COLORADO RIVER NEAR DE BEQUE, CO.","Stream",14010005,39.3624786,-108.152579,4940,24701,32351,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",36.23358334,"COLCLC02a_A",365,"USGS-CO",1988,1998,6,"Gage height;  Height, gage;  RBP Stream width;  Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
"USGS-09095000","USGS-CO","USGS Colorado Water Science Center","ROAN CREEK NEAR DE BEQUE, CO.","Stream",14010005,39.4533112,-108.3170305,5380,25423,33302,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",5.686707062,"COLCLC14c_C",5,"USGS-CO",2003,2003,4,"RBP Stream width;  Specific conductance;  Stream flow, instantaneous;  Temperature, water;  "
